Category,Count
Merge commit '9365f0de4303f82ed4c2db1c39d3de824b249d80' into HEAD,1
tools api io,1
perf script python,1
perf script cs_etm,1
ASoC: qcom,4
thermal-6.12-rc7,1
pm-6.12-rc7,1
acpi-6.12-rc7,1
v6.12-rc6-ksmbd-fixes,1
EDAC/igen6,3
dt-bindings: interrupt-controller,2
Merge branch 'for-6.12-fixes' into for-6.13,1
drm-fixes-2024-11-09,1
of/address,1
NFS,7
of/fdt,2
drm-xe-fixes-2024-11-08,1
drm-misc-fixes-2024-11-08,1
sound-6.12-rc7,1
media/v6.12-2,1
slab-for-6.12-rc7,1
for-6.12-rc6-tag,1
bcachefs-2024-11-07,1
powerpc-6.12-6,1
kvm-riscv-6.13-1,1
Merge branch 'cxl/for-6.13/dcd-prep' into cxl-for-next,1
drm/amdgpu/gfx11,2
cxl/hdm,1
arm64/scs,3
ACPI/CDAT,1
range,1
arm64: uprobes,1
mhi-for-v6.13,1
iio-fixes-for-6.12c,1
iommu/iova,1
media: platform,4
media: qcom,2
media: dt-bindings,4
media: adv7180,1
media: mgb4,1
media,1
Documentation: media,1
media: vicodec,1
x86/stackprotector,1
bus: mhi,2
Documentation: kvm,3
kvm: svm,1
KVM: powerpc,1
kvm-x86-fixes-6.12-rcN,1
pinctrl: single,1
asoc-fix-v6.12-rc6,1
pinctrl: qcom-pmic-gpio,1
pinctrl,1
usb-serial-6.12-rc7,1
Merge branch 'netlink-specs-add-neigh-and-rule-ynl-specs',1
netlink: specs,4
phonet,10
ipv4,15
Merge branch 'net-phy-remove-genphy_config_eee_advert',1
amd-drm-fixes-6.12-2024-11-07,1
drm-etnaviv-next-2024-11-07,1
amd-drm-next-6.13-2024-11-06,1
powerpc/44x,1
rbd,1
spi-fix-v6.12-rc6,1
regulator-fix-v6.12-rc6,1
mm/damon/tests/dbgfs-kunit,1
mm/damon/Kconfig,1
selftests/damon/debugfs_duplicate_context_creation,1
selftests/damon/_debugfs_common,1
selftests/damon/huge_count_read_write,2
mm/show_mem,1
mm/vmscan,1
bootmem,1
mm/zsmalloc,1
zsmalloc,1
tests/module/gen_test_kallsyms.sh,1
x86/module,2
execmem,1
arch,1
asm-generic,3
mm: vmalloc,2
signal,12
fs/proc,1
ucounts,2
mm/damon/core,3
mm/mlock,1
objpool,2
net-6.12-rc7,1
nvme-6.12-2024-11-07,1
Add a driver for the Iron Device SMA1307 Amp,1
perf stat,2
drivers: net,1
perf: event,1
x86/tdx,4
pwm/for-6.12-rc7-fixes,1
proc/softirqs,1
x86/boot,2
um: vector,1
um: net,1
um: ubd,2
um: virtio_uml,3
nf-24-11-07,1
PCI: keystone,2
spi: spidev_test,1
ASoC: ux500,1
drm: panel-orientation-quirks,1
thunderbolt-for-v6.12-rc7,1
PCI: microchip,1
dt-bindings: PCI,6
media: atomisp,11
intel-pinctrl-v6.13-2,1
wifi: iwlwifi,37
ethernet: cavium,1
fpga/dfl-pci.c,1
ASoC: stm,2
"Revert ""block",1
Merge branch 'fix-the-arc-emac-driver',1
net: arc,2
Merge branch 'net-wwan-t7xx-add-t7xx-debug-ports',1
wwan: core,2
media: videobuf2-core,2
nf-next-24-11-07,1
Merge branch 'virtio_net-make-rss-interact-properly-with-queue-number',1
watchdog: s3c2410_wdt,1
dt-bindings: watchdog,7
arm64: Kconfig,2
arm64: smccc,1
x86/sev,3
pwm,1
media: venus,6
watchdog: mediatek,2
"Revert ""watchdog: s3c2410_wdt",1
intel-gpio-v6.13-1,1
s390/uvdevice,4
s390/sparsemem,3
s390/configs,1
Merge branch 'virtio-mem' into features,1
lib/Kconfig.debug,2
virtio-mem,1
s390/physmem_info,1
Documentation: s390-diag.rst,2
net: nfc,1
misc: atmel-ssc,1
misc: keba,1
tty: atmel_serial,2
media: i2c,18
media: ipu6,9
media: mc,1
media: intel/ipu6,2
media: raspberrypi,4
media: mt9p031,1
media: ov08x40,3
media: gspca,1
media: amphion,1
media: v4l2-subdev,1
media: Documentation,1
media: ov2740,1
counter-fixes-for-6.12,1
counter-updates-for-6.13,1
memcg: workingset,1
mm/vma,2
memcg-v1,6
mm/damon/vaddr,2
mm/memcontrol,2
mm/page-writeback,1
mm/memory.c,2
tmpfs,6
mm/mglru,1
percpu,5
x86/percpu,1
"mm, kasan, kmsan",1
vmscan,1
mm/zswap,1
mm/hugetlb,1
mm/kmemleak,1
kaslr,1
MAINTAINERS: mailmap,1
arch/s390,2
arch/powerpc,1
arch/sparc,1
arch/x86,1
mm/mmap,2
mm/truncate,1
gup,1
ksm,3
"Merge patch series ""scsi: st",1
scsi: st,3
scsi: sun3,1
Merge branch 'net-ucc_geth-devm-cleanups',1
net: ucc_geth,4
net: broadcom,1
net: hisilicon,2
net: bnx2x,1
hrtimers,7
alarmtimer,1
sched/idle,1
wait,1
timers,3
net: pktgen,1
fs/aio,1
_RESEND_PATCH_v2_04_19_wifi_rt2x00_Remove_redundant_hrtimer_init_,1
KVM: x86/xen,1
drm/i915/request: Remove unnecessary modification of hrtimer,1
scsi: qedi,1
scsi: qedf,1
scsi: fusion,1
scsi: esas2r,1
scsi: Switch back to struct platform_driver,1
scsi: pm8001,3
hrtimer,1
Merge branch 'bnxt_en-ethtool-improve-wildcard-l4proto-on-ip4-ip6-ntuple-rules',1
"Merge patch series ""Update lpfc to revision 14.4.0.6""",1
"Merge patch series ""UFS cleanups and enhancements to ufs-exynos for gs101""",1
Merge branch 'net-add-debug-checks-to-skb_reset_xxx_header',1
scsi: MAINTAINERS,1
Merge branch 'ipv6-fix-hangup-on-device-removal',1
alarmtimers,2
posix-cpu-timers,4
riscv: dts,12
Merge branch 'Fixes to bpf_msg_push/pop_data and test_sockmap',1
riscv: defconfig,1
irqchip,1
nfs-for-6.12-3,1
sunxi-clk-for-6.13,1
PCI: vmd,2
PCI: imx6,1
clk-meson-v6.13-1,1
clk-imx-6.13,1
resource,5
media: dvbdev,1
renesas-clk-for-v6.13-tag2,1
PCI/ASPM,2
ASoC: da7213,5
io_uring/napi,6
ACPI: processor,1
keys-next-6.12-rc7,1
isofs,1
tracefs-v6.12-rc6,1
platform-drivers-x86-v6.12-4,1
xattr,2
fs/xattr,1
new helpers,2
replace do_getxattr() with saner helpers.,1
replace do_setxattr() with saner helpers.,1
new helper,1
for-6.12/dm-fixes-2,1
hid-for-linus-20241105,1
HID: rmi,1
x86/kprobes,1
perf-core-for-bpf-next,1
iommu/io-pgtable-arm-v7s,1
drm/panfrost,2
iommu/io-pgtable-arm,3
md-6.13-20241105,1
mtip32xx,1
m68k: mvme147,3
perf: Switch back to struct platform_driver,1
spi: dt-bindings,2
HID: steelseries,2
m68k,4
m68k: kernel,1
HID: hid-goodix,2
arm64/sve,1
platform/x86: x86-android-tablets,3
xhci: pci,2
xhci: debugfs,1
platform/x86: thinkpad_acpi,1
firmware: arm_scpi,1
"Merge patch series ""tmpfs",2
x86/resctrl,1
fs-atomic_2024-11-05,1
freevxfs,1
vp_vdpa,1
vDPA/ifcvf,1
Fix typo in vringh_test.c,1
vdpa: solidrun,1
Merge branch 'topic/compress-accel' into for-next,3
leds: class,1
leds: ktd2692,1
vsock/virtio,1
leds: max5970,1
leds,1
mfd: rt5033,1
clk: renesas,6
renesas-r9a08g045-dt-binding-defs-tag3,2
wifi: rtlwifi,3
wifi: rtw88,24
wifi: rtw89,33
exynos-drm-next-for-v6.13-v2,1
md/md-bitmap,1
Merge branch 'mptcp-pm-fix-wrong-perm-and-sock-kfree',1
Merge branch 'add-the-dwmac-driver-support-for-t-head-th1520-soc',1
Merge branch 'add-support-for-synopsis-designware-version-3-72a',1
openvswitch,1
Merge branch 'a-pile-of-sfc-deadcode',1
sfc,4
ocfs2: cluster,1
lib/scatterlist,1
checkpatch,1
Documentation/core-api,1
lib/test_min_heap,1
lib min_heap,2
lib/min_heap,1
tools/lib/list_sort,1
lib/list_sort,1
ipc,1
scripts/spelling.txt,2
perf/hw_breakpoint,1
scripts/decode_stacktrace.sh,1
lib/Makefile,1
lib/crc16_kunit.c,1
reboot,1
list: test,1
mm/util,2
security,1
auditsc,1
get rid of __get_task_comm(),1
ipc/msg,1
kernel/watchdog,1
kexec/crash,1
Merge branch '20240822-qcs8300-gcc-v2-1-b310dfa70ad8@quicinc.com' into clk-for-6.13,1
selftests/damon/access_memory_even,1
mm/cma,1
mm: pgtable,2
mm: multi-gen LRU,3
mm: userfaultfd,1
mm: page_vma_mapped_walk,1
mm: mremap,1
mm: khugepaged,2
arm,1
mm: filemap,1
mm/madvise,1
selftests/mm: hugetlb_fault_after_madv,2
mm/vmalloc,1
Merge branch 'mm-hotfixes-stable' into mm-stable.,1
mm/thp,2
clk-microchip-6.13,1
Merge branch '20241028060506.246606-3-quic_srichara@quicinc.com' into clk-for-6.13,1
Merge branch '20241027-sar2130p-clocks-v5-0-ecad2a1432ba@linaro.org' into clk-for-6.13,1
dt-bindings: clk,1
md,3
md/raid5-ppl,1
dt-bindings: display,13
samsung-clk-6.13,1
mlx5_en,1
kconfig,5
kconfig: qconf,18
kconfig: nconf,2
streamline_config.pl,3
drm/xe/pf,2
drm-msm-next-2024-11-04,1
qcom-clk-fixes-for-6.12,1
drm-intel-next-2024-11-04,1
dt-bindings: firmware,6
ACPI: processor_perflib,1
ACPI: scan,1
ACPI: SBSHC,1
ACPI: SBS,1
ACPI: power,1
ACPI: pci_root,1
ACPI: pci_link,1
ACPI: event,1
ACPI: APD,1
mediatek-drm-next-6.13,1
ACPI: thermal,1
scripts,1
ASoC: codecs,15
Soundwire dai link init logic refactor,1
nvme-core,1
ASoC: rt721-sdca,1
ASoC: rt722,1
"Merge patch series ""Convert ecryptfs to use folios""",1
mfd: cgbc-core,1
clk: sunxi-ng,4
drm/amdgpu/mes,1
Merge branch 'net-ethernet-ti-am65-cpsw-fixes-to-multi-queue-rx-feature',1
i2c: muxes,1
drm/ci,3
arm64: pgtable,1
Merge branch 'for-joerg/arm-smmu/bindings' into arm/smmu,1
serial: 8250,1
phy: tegra,2
drm: display,1
driver core: fw_devlink,1
nvmem: core,2
comedi,1
sysfs: bin_attribute,1
sysfs,2
sysfs: treewide,3
PCI/sysfs,1
sysfs: introduce callback attribute_group,1
ASoC: fsl_mqs,1
ASoC: bcm63xx-pcm-whistler,1
net: hns3,10
Merge branch 'net-lan969x-add-vcap-functionality',1
usb,2
arm64/ptdump,1
perf/x86/intel/pt,2
sched/ext,2
"kcsan, seqlock",2
"seqlock, treewide",1
time/sched_clock,2
locking/atomic/x86,2
drm/bridge,2
drm: of,2
media: uapi,1
arm64: setup,1
arm64/sysreg,2
Merge branch 'virtio_net-enable-premapped-mode-by-default',1
ACPICA: IORT,1
vfio,1
mm/writeback,1
clk: imx,7
renesas-pinctrl-for-v6.13-tag2,1
powerpc/modules,1
Merge 6.12-rc6 into driver-core-next,1
watchdog: rzg2l_wdt,1
watchdog: Switch back to struct platform_driver,1
watchdog: it87_wdt,2
watchdog: da9063,2
watchdog,5
watchdog: sl28cpld_wdt,1
watchdog: rza_wdt,1
watchdog: rti_wdt,1
watchdog: octeon-wdt,1
watchdog: iTCO_wdt,1
watchdog: gxp-wdt,1
watchdog: da9055_wdt,1
Merge v6.12-rc6 into usb-next,1
Merge 6.12-rc6 into char-misc-next,1
riscv: kvm,1
pinctrl: elkhartlake,1
pinctrl: intel,1
KVM: nVMX,6
char: Switch back to struct platform_driver,1
eeprom,1
dt-bindings: nvmem,3
nvmem: imx-iim,1
nvmem,2
dt-bindings: fuse,1
goldfish,1
misc: rtsx,1
greybus,1
exynos-drm-next-for-v6.13,1
Merge branch 'fix-sparse-warnings-in-dpaa_eth-driver',1
net: dpaa_eth,3
soc: fsl_qbman,1
net: ena,3
net: tcp,2
"Revert ""Merge branch 'there-are-some-bugfix-for-the-hns3-ethernet-driver'""",1
linux-can-fixes-for-6.12-20241104,1
drm-xe-next-2024-10-31,1
arm-fixes-6.12-2,1
counter: ti-ecap-capture,1
counter: stm32-timer-cnt,2
fs: iomap,1
selftests/resctrl,15
Merge branch 'icc-sar2130p' into icc-next,1
Merge branch 'icc-qcs615' into icc-next,1
Merge branch 'icc-qcs8300' into icc-next,1
interconnect,2
PM: EM,1
omap-for-v6.13/drivers-signed,1
mtk-soc-for-v6.13,1
nvme/host,1
drm-msm-next-2024-10-28,1
jump_label,1
rust: samples,1
e1000e,1
Merge branch 'handle-possible-null-trusted-raw_tp-arguments',1
Documentation/maintainer-tip,1
Docs/zh_CN,3
KEYS: trusted,1
security/keys,1
mmc-v6.12-rc3,1
Documentation: admin,1
tpmdd-next-6.12-rc7,1
can: rockchip_canfd,2
ACPI: battery,1
"can: {cc770,sja1000}_isa",1
EDAC/ie31200,1
dm-unstriped,1
linux-cpupower-6.13-rc1-update2,1
drm/xe/guc/tlb,1
thermal-v6.12-rc7,1
NFSv3,1
PCI: qcom,4
thermal/of,1
tools/lib/thermal,4
thermal/drivers/qcom/lmh,1
drm/vkms,2
Merge remote-tracking branch 'drm/drm-next' into drm-misc-next,1
drm/imx/dcss,4
imx-drivers-6.13,1
misc: lan966x_pci,2
qcom-drivers-for-6.13,1
zynqmp-soc-for-6.13,1
memory-controller-drv-6.13,1
qcom-drivers-fixes-for-6.12,1
platform/x86/amd/pmf,3
ACPI: GTDT,1
arm64/fpsimd,1
drm/bridge: it6505,1
PCI: j721e,2
drm/mediatek,9
watchdog: armada_37xx_wdt,1
watchdog: apple,2
watchdog: stm32_iwdg,1
watchdog: ziirave_wdt,1
watchdog: xilinx_wwdt,1
iTCO_wdt,1
RDMA/nldev,1
RDMA/core,3
Introduce mlx5 data direct placement (DDP),1
RDMA/rxe,2
drm/nouveau,1
drm/nouveau/disp,1
mmc: sdhci-esdhc-imx,2
mmc: sdhci-uhs2,14
platform/x86: ideapad-laptop,1
platform/x86: dell-wmi-base,1
platform/x86: dell-smbios-base,1
ALSA: firewire-lib,2
platform/x86/amd/pmc,1
Merge branch 'mx95-netc-support',1
drm/imagination,2
speakup,1
drm/i915/display,22
drm/i915/psr,3
gpio: pcie-idio-24,1
gpio: pci-idio-16,1
gpio: cdev,4
gpio: sysfs,6
drm/i915/dp,10
gpiolib,11
v6.12-rc6,1
Merge 'origin/master' into perf-tools-next,1
ARM: imx_v6_v7_defconfig,1
Backmerge v6.12-rc6 of git,1
dt-bindings: cache,4
drm/exynos: exynos7_drm_decon,4
drm/exynos,1
drm/exynos: gsc,1
phy: realtek,2
serial: 8250_dw,1
altera_jtaguart,1
altera_uart,1
driver core: auxiliary bus,1
Merge branch 'fix-resource-leak-checks-for-tail-calls',1
USB: xhci,1
USB: bcma,1
Linux 6.12-rc6,1
staging: vchiq_arm,4
staging: vchiq,1
staging: fieldbus,1
staging: rtl8712,1
staging: vme_user,1
Merge branch 'mlx5-misc-patches-2024-10-31',1
selftests/tc-testing,1
Merge branch 'net-stmmac-refactor-fpe-as-a-separate-module',1
Merge branch 'r8169-align-rtl8125-rtl8126-phy-config-with-vendor-driver',1
Merge branch 'ibm-emac-cleanup-modules-to-use-devm',1
net: ibm,17
net: xilinx,1
vrf,1
ipvlan,1
net: macb,1
ptp: fc3,1
dim,2
iio: chemical,11
iio: events,1
iio: accel,21
iio: dummy,1
iio: events.h,1
dt-bindings: vendor-prefixes,2
iio: light,23
iio: imu,10
iio: proximity,3
iio: hid-sensor-prox,1
iio: hid-sensors-prox,2
iio: hid-sensors,1
iio: Mark iio_dev,1
iio: dac,23
mm-hotfixes-stable-2024-11-03-10-50,1
phy-fixes-6.12,1
dmaengine-fix-6.12,1
pwm: core,2
net/tcp,1
Merge branch 'selftest-netconsole-enhance-selftest-to-validate-userdata-transmission',1
Merge branch 'simplify-tx-napi-logic-in-airoha_eth-driver',1
net: airoha,3
net: bnxt,1
Merge branch 'uapi-net-ethtool-avoid-thousands-of-wflex-array-member-not-at-end-warnings',1
driver-core-6.12-rc6,1
usb-6.12-rc6,1
char-misc-6.12-rc6,1
input-for-v6.12-rc5,1
kbuild-fixes-v6.12-2,1
io_[gs]etxattr_prep(),1
x86-urgent-2024-11-03,1
timers-urgent-2024-11-03,1
sched-urgent-2024-11-03,1
perf-urgent-2024-11-03,1
irq-urgent-2024-11-03,1
Merge branch 'add-noinline_for_tracing-and-apply-it-to-tcp_drop_reason',1
compiler_types,1
Merge branch 'dpll-expose-clock-quality-level',1
dpll,1
drm/msm/dpu,28
arm64: defconfig,2
PCI: tegra194,1
PCI: qcom-ep,1
deal with the last remaing boolean uses of fd_file(),1
css_set_fork(),1
memcg_write_event_control(),1
assorted variants of irqfd setup,1
do_pollfd(),1
convert do_select(),1
convert vfs_dedupe_file_range().,1
convert cifs_ioctl_copychunk(),1
convert media_request_get_by_fd(),1
convert spu_run(2),1
"switch spufs_calls_{get,put}() to CLASS() use",1
convert cachestat(2),1
convert do_preadv()/do_pwritev(),1
"fdget(), more trivial conversions",1
"fdget(), trivial conversions",1
privcmd_ioeventfd_assign(),1
o2hb_region_dev_store(),1
"introduce ""fd_pos"" class, convert fdget_pos() users to it.",1
fdget_raw() users,1
convert vmsplice() to CLASS(fd),1
simplify xfs_find_handle() a bit,1
do_mq_notify(),2
switch netlink_getsockbyfilp() to taking descriptor,1
"get rid of perf_fget_light(), convert kernel/events/core.c to CLASS(fd)",1
timerfd,1
regularize emptiness checks in fini_module(2) and vfs_dedupe_file_range(),1
net/socket.c,1
scsi: sd_zbc,1
i3c: master,13
io_uring/filetable,2
x86/vdso,11
lib: string_helpers,1
nfsd-6.12-3,1
xfs-6.12-fixes-6,1
vdso,2
powerpc/pseries/lparcfg,2
powerpc/procfs,1
x86/mm/mmap,1
MIPS: vdso,1
LoongArch: vDSO,1
ARM: vdso,1
riscv: vdso,2
arm64: vdso,2
s390/vdso,1
csky/vdso,2
arm64: allwinner,1
hwrng: drivers - Switch back to struct platform_driver,1
timekeeping,27
trace: kdb,1
lib/iov_iter,1
linux_kselftest-fixes-6.12-rc6,1
rust-fixes-6.12-3,1
pci-v6.12-fixes-2,1
drm-fixes-2024-11-02,1
cxl-fixes-6.12-rc6,1
drm/msm/mdss,1
drm/msm,8
block-6.12-20241101,1
io_uring-6.12-20241101,1
irqchip/mips-gic,6
rust: macros,3
rust: enable macros,1
"bpf, bpftool",1
acpi-6.12-rc6,1
gpio-fixes-for-v6.12-rc6,1
regmap: irq,1
drm-xe-fixes-2024-10-31,1
riscv-for-linus-6.11-rc6,1
vfs-6.12-rc6.iomap,1
x86/mm/doc,1
vfs-6.12-rc6.fixes,1
for-6.12-rc5-tag,1
bcachefs-2024-10-31,1
arm64/gcs,1
tegra-for-6.13-firmware,1
hisi-drivers-for-6.13,1
soc: Switch back to struct platform_driver,1
mfd: Switch back to struct platform_driver,1
mfd: rtc,1
qcom-arm64-fixes-for-6.12-2,1
qcom-arm64-fixes-for-6.12,1
iio: backend,2
iio: gyro,4
arm64: mops,1
spi: zynqmp-gqspi,1
spi: spi-mem,2
spi: tegra210-quad,1
ASoC: soc-core,2
ASoC: generic,1
ASoC: sh,1
ASoC: meson,1
ASoC: fsl,2
scmi-fixes-6.12-2,1
riscv-soc-fixes-for-v6.12-rc6,1
regulator: rk808,4
v6.12-rockchip-dtsfixes1,1
riscv-sophgo-dt-fixes-for-v6.12-rc1,1
imx-fixes-6.12,1
ASoC: sdw_utils,2
ASoC: sdw_utils/intel/amd,1
tracing/selftests,1
pmdomain: imx93-blk-ctrl,1
dt-bindings: dsp,1
fs/ntfs3,7
counter: intel-qep,1
thunderbolt: debugfs,7
drm-misc-next-2024-10-31,1
"mm, mmap",1
mm: shrinker,1
.mailmap,1
"vmscan,migrate",1
net: fjes,1
selftests/net,1
dql,1
fsl/fman,3
netlabel,1
ptp_pch,1
net: freescale,1
f2fs: zone,1
f2fs: multidevice,1
rtc: cmos,1
net-6.12-rc6,1
iio: gts,2
mediatek-drm-fixes-20241028,1
amd-drm-fixes-6.12-2024-10-31,1
ad7780,1
drm-misc-fixes-2024-10-31,1
drm/msm/dp,5
arm64: sysreg,3
spi: axi-spi-engine,1
sound-6.12-rc6,1
arm64: head.S,1
regmap: maple,1
mfd: mt6397,1
leds: bcm6328,1
mfd: adp5585,1
mfd: cs42l43,1
mfd: axp20x,3
"bpf, test_run",1
nvme-6.12-2024-10-31,1
"Revert ""ALSA: hda/conexant",1
leds: lp55xx,1
mfd: ipaq-micro,1
mfd: intel_soc_pmic_bxtwc,4
io_uring/rw,3
wifi: cw1200,1
wifi: brcm80211,1
wifi: wfx,1
ath-next-20241030,1
lib/iov_iter.c,1
gpio: sloppy-logic-analyzer,1
kbuild: rpm-pkg,1
gpio: dwapb,1
dt-bindings: vendor,1
initramfs,1
dt-bindings: spi,2
nf-24-10-31,1
sysctl,3
for-net-2024-10-30,1
pmdomain: ti-sci,3
Merge branch 'there-are-some-bugfix-for-the-hns3-ethernet-driver',1
netfilter: nft_payload,1
EDAC/mce_amd,1
x86/mce/apei,1
platform/x86: intel,1
clocksource/drivers/timer-tegra,1
clocksource/drivers/qcom,1
clocksource/drivers/armada-370-xp,1
clocksource/drivers/exynos_mct,1
clocksource/drivers/arm_global_timer,1
ARM: smp_twd,1
tick,1
clockevents,2
drm/panel: leadtek-ltk050h3146w,1
drm/panel: samsung-s6e88a0-ams427ap24,3
x86/MCE/AMD,1
drm/tests: hdmi,1
drm/connector: hdmi,1
drm/tests: helpers,1
perf arm-spe,5
perf ftrace latency,1
"perf, riscv",1
Squashfs,1
kprobes,3
Merge branch 'add-ethernet-dts-schema-for-qcs615-qcs8300',1
Merge branch 'bna-remove-error-checking-for-debugfs-create-apis',1
bna,2
Merge branch 'mlxsw-fixes',1
selftests: forwarding,3
mlxsw: spectrum_ipip,1
mlxsw: pci,2
mlxsw: spectrum_ptp,1
Merge branch 'net-sparx5-add-support-for-lan969x-switch-device',1
Merge branch 'refactoring-rvu-nic-driver',1
Merge branch 'mirroring-to-dsa-cpu-port',1
Merge branch 'ptp-driver-for-s390-clocks',1
powerpc64/bpf,2
samples/ftrace,1
powerpc64/ftrace,3
powerpc/module_64,1
powerpc32/ftrace,1
powerpc/kprobes,1
powerpc/trace,1
cfi,1
tests: hsr,1
mips: bmips,1
mips: asm,1
mips: sgi-ip22,1
KVM,37
perf/x86/rapl,2
x86/uaccess,1
perf-tools-fixes-for-v6.12-2-2024-10-30,1
ALSA: korg1212,1
serial: rp2,1
ntb: idt,1
intel_th: pci,1
ata: ahci,1
clk: starfive,1
rpcrdma,1
"Revert ""drm/xe/xe_guc_ads",1
vfio/qat,1
vfio/nvgrace-gpu,1
kvm/vfio,1
Merge branch 'fixes-for-bits-iterator',1
Bluetooth: hci,1
jiffies,1
Merge remote-tracking branch 'drm-misc/drm-misc-next' into msm-next,1
x86/mce,1
pmdomain: arm,1
Documentation/gpu,2
bpf: bpf_csum_diff,1
net: checksum,1
nvmet-auth,1
blk-integrity,1
sound: Switch back to struct platform_driver,1
asoc-fix-v6.12-rc5,1
RDMA/efa,3
Merge branch 'tcp-warn-once',1
ASoC: cs42l84,4
"ASoC: renesas, rsnd",1
drm: xlnx,2
drm: zynqmp_dp,7
netfilter: nf_reject_ipv6,1
netfilter,1
drm: zynqmp_kms,1
drm/i915/de,1
drm/i915/dsi,1
drm/i915/ips,1
drm/i915/power,1
drm/i915/crt,1
drm/i915/dp/hdcp,1
drm/i915/dpio,1
drm/i915/cx0,5
drm/i915/gmbus,1
mmc: sdhci,3
iommu/amd/pgtbl_v2,1
Merge branch 'core' into amd/amd-vi,1
dt-bindings: pwm,3
iommu/omap,1
RDMA,1
drm/i915/vblank,2
drm/i915/vga,1
drm/i915/tv,1
drm/i915/pps,1
drm/i915/bios,1
Merge branch 'work.fdtable' into vfs.file,1
"Revert ""cpufreq: brcmstb-avs-cpufreq",1
cgroup-for-6.12-rc5-fixes,1
sched_ext-for-6.12-rc5-fixes,1
slab-for-6.12-rc6,1
mm-hotfixes-stable-2024-10-28-21-50,1
tpmdd-next-6.12-rc6,1
wireless-2024-10-29,1
wireless-next-2024-10-25,1
drm/i915/display/dp,1
Merge branch 'devlink-minor-cleanup',1
devlink: region,1
devlink: devl_resource_register(),1
ARM: ti/omap,1
socket,1
net: qlogic,1
net: marvell,1
mlx5,2
amd-xgbe,1
ibmvnic,1
jfs,5
net: ftgmac100,2
jfs: xattr,1
iio: invensense,1
docs/bpf,1
drm/nouveau/gr/gf100,1
io_uring/splice,1
io_uring/sqpoll,1
io_uring/memmap,1
io_uring/net,5
io_uring/cancel,1
io_uring/poll,4
io_uring/msg_ring,2
io_uring/eventfd,6
wcd937x codec fixes,1
Merge branch 'net-phylink-simplify-sfp-phy-attachment',1
regmap: kunit,1
Merge branch 'mlx5e-update-features-on-config-changes',1
net/sched: sch_api,1
selftests: tc-testing,1
net/sched,1
gtp,1
mctp i2c,1
Merge branch 'ipv4-prepare-core-ipv4-files-to-future-flowi4_tos-conversion',1
ipv4: ip_tunnel,2
remoteproc: Switch back to struct platform_driver,1
remoteproc: k3-dsp,1
remoteproc: k3-r5,2
x86/amd_nb,1
x86/pvh,4
dt-bindings: arm-smmu,1
media: ati_remote,1
iommu/arm-smmu,1
iov_iter,3
amd-pstate-v6.13-2024-10-29,1
HID: core,1
drm/xe/ptl,1
drm/i915/display/xe3,1
drm/i915/xe3,1
drm/i915/xe3lpd,9
drm/i915/ptl,1
Merge branch 'ibm-emac-more-cleanups',1
Merge branch 'intel-wired-lan-driver-fixes-2024-10-21-igb-ice',1
drm/intel/pciids,1
drm/i915/pciids,1
drm/xe/display,2
platform/x86: compal-laptop,1
platform/x86: wmi,3
perf: arm_pmuv3,1
perf/dwc_pcie,3
ARM: pmuv3,1
powerpc/64,2
powerpc/boot,1
platform/x86: think-lmi,4
ftrace-v6.12-rc4,2
Merge branch 'ipv4-convert-rtm_-new-del-addr-and-more-to-per-netns-rtnl',1
s390/mm/gmap,3
s390/mm/fault,1
posix-timers: Rename k_itimer,1
s390/crypto,7
s390/pkey,6
s390/zcrypt,1
samsung-pinctrl-6.13,1
SLUB,1
"mm, slab",1
mm/kasan,1
mm: krealloc,1
drm/nouveau/tegra,1
media: nvidia,1
remoteproc,1
iommu/sysfs,1
iommu/mediatek,1
iommu/riscv,6
dt-bindings: iommu,2
amd-drm-next-6.13-2024-10-25,1
lib/iomem_copy,1
cpufreq,2
drm/i914/xe3lpd,1
mseal,1
"Revert ""selftests/mm",2
"resource,kexec",1
mm: numa_clear_kernel_node_hotplug,1
x86/traps,1
mm/pagewalk,1
usb: phy,1
selftests/watchdog-test,1
usb: storage,2
usb: acpi,1
"Revert ""usb: dwc2",1
usbip: tools,1
selftests/intel_pstate,2
peci-next-6.13-rc1,1
thunderbolt-for-v6.12-rc5,1
iio-fixes-for-6.12b,1
mei,1
sock_map,1
"Revert ""driver core",1
clk: sophgo,1
ASoC: dapm,1
usb: add support for new USB device ID 0x17EF,1
Merge branch 'bonding-returns-detailed-error-about-xdp-failures',1
Documentation: bonding,1
Merge branch 'mptcp-various-small-improvements',1
Merge branch 'net-systemport-minor-io-macros-changes',1
net: systemport,2
selftest/tcp-ao,1
Merge branch 'mptcp-sched-fix-some-lock-issues',1
selftests: mptcp,1
mptcp: init,1
net: amd8111e,1
drm/xe/xe_guc_ads,1
Merge branch 'cxl/for-6.12/printf' into cxl-for-next,1
loongarch,1
csky,1
New implementation for IO memcpy and IO memset,1
__arch_xprod64(),1
ARM: div64,1
asm-generic/div64,1
lib/math/test_div64,1
asm-generic/io.h,1
UAPI/ioctl,1
cxl/cdat,1
Documentation/printf,1
test printf,1
drm/amdgpu/smu13,2
spi-fix-v6.12-rc5,1
drm/amd/pm: Vangogh,2
iio: acpi,2
drivers: iio,1
drm/i915/xe2lpd,1
cpufreq/amd-pstate-ut,1
amd-pstate,2
dt-bindings: nfc,1
perf/marvell,1
clk: tegra,1
